userID,placeID,rating,food_rating,service_rating
U1056,135343,2,0,3
U1114,132079,3,0,0
U1014,133535,?,2,?
U1015,131419,3,0,1
U1111,133443,?,0,?
U1000,135218,1,3,2
U1182,135230,1,0,0
U1028,134517,3,3,3
U1025,133565,3,0,1
U1104,131466,3,1,2
U1076,135168,3,0,0
U1096,132627,0,3,2
U1004,132370,0,0,0
U1035,132303,0,0,1
U1145,132832,0,0,2
U1056,131731,2,0,1
U1029,132903,0,?,1
U1168,135971,1,1,3
U1027,133167,0,1,1
U1015,133354,0,2,1
U1048,135660,0,0,3
U1099,135902,2,3,3
U1183,135935,0,3,3
U1027,132083,3,2,0
U1191,134678,0,1,0
U1077,132227,1,0,1
U1060,134763,1,?,0
U1120,133251,0,1,0
U1098,132166,1,1,0
U1183,131298,2,0,0
U1187,134333,1,2,1
U1046,134242,0,3,2
U1148,135456,1,1,2
U1012,132957,2,?,1
U1039,131694,?,0,?
U1160,133388,3,3,1
U1152,133813,1,3,1
U1100,132656,3,2,3
U1035,133876,0,0,3
U1029,131652,2,1,2
U1128,135837,1,2,0
U1055,134071,0,2,0
U1033,134627,1,2,2
U1192,135227,2,0,1
U1133,135114,?,1,?
U1183,134500,3,0,3
U1045,134816,0,3,3
U1170,131516,2,3,3
U1112,132654,2,1,1
U1151,133275,1,3,0
U1190,135004,?,3,?
U1018,132523,3,?,3
U1126,134879,2,2,1
U1101,133209,0,2,2
U1017,133706,0,0,2
U1130,134811,1,3,3
U1088,131198,2,0,3
U1084,131153,1,1,2
U1173,131275,2,2,1
U1114,132523,1,?,3
U1097,135174,2,3,1
U1156,135970,0,2,3
U1184,132966,1,0,2
U1167,132324,2,2,1
U1141,133265,3,2,1
U1056,135908,2,1,3
U1162,132080,2,3,3
U1121,134819,?,1,?
U1128,134513,2,2,2
U1015,133753,3,2,1
U1048,132549,2,2,2
U1021,134676,0,3,2
U1130,132778,2,3,3
U1153,133885,0,1,0
U1133,135825,2,3,1
U1099,135835,3,2,0
U1095,135392,2,0,2
U1065,134386,0,3,3
U1017,132040,1,3,0
U1135,132468,3,2,2
U1009,133509,3,?,2
U1167,132195,2,3,3
U1121,131150,1,0,3
U1132,131519,1,3,1
U1126,135636,1,0,3
U1069,135029,0,0,2
U1095,132705,3,1,3
U1090,131094,1,2,2
U1196,131740,2,1,0
U1111,132240,2,1,3
U1137,131578,1,2,2
U1092,131303,1,0,0
U1151,132695,2,2,0
U1018,133081,1,2,2
U1125,134969,1,0,2
U1155,135687,?,1,?
U1156,135860,3,3,2
U1017,131518,2,2,2
U1185,134831,3,1,2
U1059,134489,2,0,1
U1053,135902,3,3,0
U1027,131272,3,2,2
U1051,133185,3,1,1
U1047,134030,?,3,?
U1092,133519,3,?,0
U1167,135364,1,2,2
U1121,131169,3,2,3
U1128,134951,2,3,1
U1096,133499,?,3,?
U1176,131486,?,0,?
U1169,133767,0,3,1
U1023,133756,1,2,1
U1145,134184,0,1,0
U1124,135588,1,1,0
U1170,133266,0,3,3
U1187,132876,1,3,0
U1041,133884,3,1,1
U1085,132958,0,1,3
U1114,133656,0,2,1
U1148,131244,3,1,2
U1041,132378,0,0,1
U1025,134940,3,3,3
U1023,131097,?,1,?
U1099,134069,3,0,1
U1143,131698,2,2,3
U1004,131681,?,2,?
U1030,131858,0,1,2
U1126,135942,2,0,3
U1163,133109,3,1,0
U1003,133546,0,0,0
U1176,135533,2,2,0
U1168,132310,3,0,1
U1148,133773,2,1,1
U1111,133108,1,3,0
U1078,131903,1,2,2
U1031,131125,1,?,3
U1106,132615,1,2,1
U1198,135493,0,?,1
U1056,133249,?,0,?
U1062,131904,2,?,0
U1067,133381,0,1,1
U1037,135197,2,1,0
U1052,133203,2,?,2
U1107,133218,1,1,0
U1023,132469,3,2,3
U1186,134996,3,?,2
U1080,133206,0,1,3
U1094,133146,1,0,3
U1014,132810,1,3,3
U1030,132116,3,2,2
U1194,132979,3,1,1
U1021,131930,0,3,2
U1167,131055,3,3,0
U1180,134076,2,1,2
U1174,133188,3,?,2
U1012,131918,0,1,3
U1031,132410,0,2,3
U1051,132111,3,2,0
U1194,131626,1,3,3
U1106,132373,?,2,?
U1054,134613,?,0,?
U1011,134308,3,0,2
U1010,134800,1,3,3
U1135,134519,1,?,1
U1115,135020,0,?,2
U1188,135809,0,2,1
U1054,135827,2,2,1
U1041,133867,0,2,2
U1123,135123,0,3,1
U1109,135902,2,0,0
U1045,135341,2,1,2
U1200,133204,0,0,1
U1195,131482,2,2,0
U1101,131000,2,1,0
U1026,133946,3,1,0
U1079,132693,1,0,3
U1148,131638,3,3,3
U1182,132509,1,2,3
U1188,135569,2,3,0
U1115,134008,1,0,1
U1064,133240,1,0,2
U1154,134557,?,2,?
U1050,135208,?,?,?
U1095,133132,3,1,2
U1165,132505,0,0,3
U1065,134434,?,3,?
U1017,131824,0,3,1
U1035,134949,2,2,0
U1046,133866,1,2,1
U1091,133366,1,?,0
U1039,131123,1,3,3
U1107,133029,3,1,3
U1121,132446,3,3,2
U1110,134899,2,2,2
U1145,133736,?,3,?
U1012,134515,2,?,3
U1177,134426,1,3,2
U1058,132895,1,1,1
U1137,134663,1,3,2
U1102,131567,0,3,0
U1124,134004,1,2,1
U1037,135997,0,3,1
U1104,135853,2,1,2
U1018,131350,2,2,3
U1086,132223,2,0,3
U1071,134618,2,3,2
U1095,133524,1,1,0
U1044,133965,0,3,1
U1084,133112,1,0,1
U1108,135166,3,0,1
U1143,133695,2,2,3
U1154,132055,1,1,2
U1176,135336,2,1,3
U1097,131509,2,2,0
U1021,133588,3,3,1
U1030,134166,0,3,2
U1091,132050,2,1,0
U1163,132489,1,?,2
U1037,132098,2,3,0
U1012,132412,1,2,2
U1178,134788,?,?,?
U1118,132596,3,2,1
U1160,133632,1,0,2
U1002,132498,3,3,2
U1107,135273,?,?,?
U1184,132819,0,2,0
U1162,131572,0,1,1
U1188,133213,0,1,2
U1190,135375,3,3,0
U1094,131070,?,2,?
U1177,133347,?,2,?
U1134,135166,0,1,1
U1118,131506,3,1,1
U1199,133902,0,3,3
U1033,131087,?,3,?
U1059,133687,1,2,1
U1081,131441,3,?,3
U1130,132517,0,2,2
U1140,131003,?,1,?
U1198,133934,0,2,1
U1171,135555,?,3,?
U1119,132631,?,2,?
U1017,131595,0,0,3
U1077,134011,2,2,3
U1199,135095,1,1,3
U1148,131180,3,3,0
U1160,133918,0,2,3
U1116,134374,1,2,1
U1098,131949,2,1,1
U1016,133491,2,1,0
U1114,131659,0,3,2
U1012,135025,3,3,0
U1032,134782,0,1,2
U1013,134758,1,3,2
U1142,132292,3,2,1
U1129,132105,3,2,2
U1052,133033,0,3,2
U1112,133140,1,1,0
U1040,134175,2,?,0
U1046,132450,1,3,1
U1045,132984,1,0,2
U1000,135583,?,1,?
U1127,131467,?,2,?
U1196,131128,1,0,1
U1009,135230,1,2,3
U1117,135068,0,3,1
U1072,134609,3,0,2
U1149,132038,3,2,2
U1078,133251,3,3,3
U1010,134669,2,0,1
U1169,131407,3,1,1
U1129,132148,2,3,3
U1172,132229,2,3,1
U1182,134035,1,1,0
U1048,134465,3,0,2
U1000,135659,2,2,3
U1117,132057,2,0,3
U1144,135408,2,3,3
U1099,135871,2,0,3
U1098,134716,3,2,1
U1066,131633,1,0,2
U1172,133010,?,1,?
U1082,135244,0,1,1
U1125,131368,3,1,1
U1153,131599,0,2,0
U1154,133088,1,3,3
U1163,131366,3,1,3
U1002,135624,0,0,0
U1089,133401,3,2,2
U1105,131217,1,3,0
U1114,131902,3,3,2
U1033,135105,0,2,3
U1003,135418,0,1,1
U1179,132766,1,?,3
U1104,135631,0,3,3
U1180,132209,2,2,0
U1174,133283,0,3,1
U1070,133548,2,0,3
U1148,133447,1,?,3
U1171,132612,1,2,1
U1074,134519,1,1,0
U1103,132564,3,0,1
U1027,134161,1,3,3
U1197,133428,2,0,0
U1062,131821,1,0,0
U1146,134686,0,1,2
U1043,135532,1,3,2
U1127,135047,0,?,2
U1050,131511,?,2,?
U1013,135222,2,3,0
U1001,131796,0,2,3
U1024,132261,0,0,2
U1044,133468,?,0,?
U1081,134819,1,3,0
U1166,135833,0,?,3
U1186,131460,0,1,3
U1144,133598,0,1,1
U1047,133653,1,3,2
U1073,135675,2,1,3
U1004,134106,2,2,2
U1144,132048,0,2,1
U1099,133978,1,3,3
U1142,135609,0,2,0
U1074,133718,0,?,3
U1122,135401,3,3,1
U1122,133931,?,3,?
U1103,132291,0,2,2
U1124,131760,2,1,0
U1043,134657,2,0,1
U1038,133249,3,?,2
U1108,134402,2,2,1
U1131,134674,1,0,2
U1132,134923,?,0,?
U1064,131543,3,1,2
U1072,131239,1,2,2
U1038,133230,1,3,0
U1157,134732,1,0,3
U1043,133086,1,0,3
U1173,134982,3,1,0
U1138,135632,1,1,1
U1018,133894,0,3,2
U1200,133296,3,1,1
U1177,131795,1,?,1
U1085,135468,3,2,1
U1103,132494,2,3,1
U1194,133733,1,3,3
U1047,132040,0,0,0
U1111,133091,0,3,1
U1007,131057,2,3,2
U1175,133941,2,1,1
U1082,131951,?,3,?
U1166,135391,0,0,3
U1109,133711,0,1,0
U1064,135375,2,3,0
U1124,132286,2,3,3
U1037,135859,2,3,1
U1167,135298,?,3,?
U1058,133300,1,3,3
U1114,132498,1,?,1
U1004,134052,3,3,0
U1109,134753,0,2,3
U1109,134904,?,3,?
U1111,135232,1,0,2
U1076,134083,1,?,3
U1070,133630,0,3,2
U1187,134014,1,3,1
U1161,131251,3,0,2
U1031,134134,1,1,2
U1089,132549,3,3,1
U1131,135266,3,0,3
U1013,132141,3,?,2
U1043,133012,?,?,?
U1191,134817,3,2,2
U1048,134974,?,?,?
U1176,134548,0,0,1
U1067,134697,2,0,0
U1079,131382,1,?,3
U1161,133890,2,2,3
U1106,132712,2,0,0
U1171,131382,?,0,?
U1088,132636,3,3,1
U1163,134209,2,0,3
U1200,135290,2,3,2
U1116,135526,2,1,3
U1144,134480,3,3,0
U1012,132835,3,0,3
U1136,134170,1,0,3
U1084,132324,3,2,0
U1014,135659,0,0,2
U1173,134270,?,?,?
U1105,131378,0,?,2
U1181,134952,3,2,3
U1190,132501,3,0,0
U1018,134939,2,1,1
U1025,133053,2,?,1
U1066,134073,1,1,3
U1083,131648,2,2,2
U1057,132865,0,0,0
U1155,134230,1,0,3
U1154,135559,3,3,1
U1132,132738,1,3,1
U1023,132327,3,1,0
U1058,131645,0,3,2
U1048,132186,?,0,?
U1140,134478,3,3,1
U1119,131793,?,2,?
U1156,133215,0,3,0
U1173,131634,3,3,1
U1185,135670,?,1,?
U1200,131156,0,2,2
U1155,132886,3,1,3
U1048,131064,2,2,0
U1078,135450,3,3,3
U1000,133387,3,0,1
U1068,132617,3,?,1
U1060,131740,0,3,2
U1037,134375,1,?,1
U1169,132866,1,?,1
U1158,132165,3,1,1
U1078,133654,1,0,3
U1085,132477,1,3,3
U1128,132159,2,?,3
U1140,131892,2,3,2
U1184,131844,3,1,3
U1163,131087,?,2,?
U1053,132992,1,3,3
U1187,133590,3,3,2
U1191,133737,?,0,?
U1129,135545,2,3,0
U1091,134765,1,2,3
U1190,135689,2,0,2
U1189,135261,3,0,3
U1164,135316,0,1,0
U1043,132352,0,1,2
U1000,133258,3,1,3
U1113,133519,0,1,1
U1147,135271,0,3,2
U1145,132908,1,3,3
U1127,131771,0,1,0
U1076,133327,2,2,0
U1082,133055,3,3,2
U1150,133145,?,3,?
U1078,132930,3,3,0
U1160,135507,2,0,2
U1067,135865,2,1,1
U1194,131724,0,2,0
U1051,135718,3,2,3
U1028,133568,0,3,2
U1169,131856,2,0,0
U1162,132523,1,3,3
U1128,134530,3,0,3
U1169,131070,0,1,3
U1087,131499,0,1,1
U1089,135833,1,3,2
U1165,134975,?,1,?
U1104,131410,2,3,3
U1032,131924,?,0,?
U1149,131408,0,0,1
U1068,134484,0,2,0
U1058,131895,2,?,0
U1056,134245,1,1,2
U1136,131101,1,0,3
U1136,134700,2,1,3
U1106,131956,0,0,1
U1095,131142,3,1,3
U1150,134779,?,3,?
U1092,133691,2,2,0
U1017,133917,2,3,3
U1182,132734,2,1,0
U1064,132703,1,0,3
U1036,133177,2,2,1
U1116,132035,0,2,0
U1006,135719,0,1,1
U1003,132135,3,0,1
U1044,132758,3,1,0
U1045,134903,2,3,0
U1192,132513,1,0,3
U1187,131221,0,1,3
U1137,134766,0,3,1
U1123,133410,0,2,1
U1099,135504,0,0,2
U1083,132532,0,1,0
U1075,134273,0,0,3
U1173,135177,3,0,1
U1064,132788,1,2,1
U1007,133083,1,2,2
U1181,133971,0,3,1
U1002,133616,3,0,0
U1139,134069,?,3,?
U1006,135406,2,2,2
U1149,132059,0,1,0
U1055,135592,3,3,3
U1160,133043,2,1,3
U1192,134699,2,1,0
U1127,133525,1,3,0
U1064,131339,0,1,2
U1000,133753,1,2,2
U1139,131795,3,0,2
U1198,132035,3,1,2
U1023,133527,3,0,3
U1062,134684,?,3,?
U1022,134685,1,0,2
U1132,131580,0,?,0
U1060,131305,3,2,0
U1131,134559,3,2,0
U1146,134922,1,3,2
U1079,131535,0,0,1
U1147,132503,1,2,1
U1065,135605,3,0,1
U1129,135146,?,?,?
U1086,135765,?,3,?
U1152,133846,?,2,?
U1061,131831,0,1,1
U1176,135047,?,0,?
U1165,132594,0,1,1
U1182,132042,3,0,0
U1079,135810,3,3,3
U1053,134546,0,1,0
U1154,131770,2,1,1
U1178,135683,2,3,1
U1038,131229,3,0,2
U1135,132612,3,0,3
U1018,135894,2,3,1
U1138,133220,3,3,2
U1049,132769,3,1,3
U1136,135587,0,2,1
U1194,132667,2,2,1
U1102,133514,3,3,2
U1166,135026,?,?,?
U1085,132436,1,1,1
U1059,133287,3,1,0
U1068,135688,0,3,0
U1200,133514,2,1,2
U1178,135404,2,2,3
U1016,133970,1,2,0
U1135,135625,1,1,2
U1198,133221,2,1,3
U1118,134942,3,0,3
U1173,131465,0,3,1
U1084,135738,0,?,0
U1013,135528,0,0,3
U1126,135572,1,2,0
U1022,135755,?,?,?
U1007,135842,2,3,0
U1179,134730,2,3,1
U1126,131366,3,2,1
U1186,134674,0,3,1
U1061,132229,1,0,0
U1175,134034,0,2,3
U1000,135960,0,?,3
U1144,135191,1,0,1
U1120,134362,?,1,?
U1121,132404,1,3,2
U1093,133398,?,2,?
U1113,134290,0,1,0
U1010,134023,2,2,2
U1014,132073,0,0,2
U1056,132277,1,2,3
U1042,135664,3,3,3
U1106,132581,3,2,2
U1017,133215,1,3,0
U1088,135260,2,1,0
U1139,133273,3,2,0
U1149,133424,0,?,3
U1126,133549,2,3,3
U1072,131725,3,1,2
U1001,134111,2,2,2
U1186,134016,0,0,2
U1084,134400,0,2,3
U1089,134944,1,2,1
U1188,133685,0,2,0
U1055,132443,3,?,0
U1023,132676,0,3,2
U1156,135553,3,1,3
U1095,133413,1,?,3
U1100,132071,3,2,1
U1001,134663,3,1,2
U1128,132319,3,0,2
U1100,132406,1,3,1
U1102,131314,1,3,0
U1021,133523,0,0,0
U1106,134214,3,0,2
U1104,134678,2,2,0
U1079,135565,0,2,3
U1034,132226,1,?,3
U1175,131266,0,1,2
U1010,134208,2,3,2
U1122,132905,?,2,?
U1064,133049,1,2,0
U1064,131330,2,1,2
U1087,131782,0,0,2
U1089,135311,?,2,?
U1092,132459,2,1,0
U1030,135276,2,?,2
U1065,131278,3,1,0
U1103,132036,1,1,2
U1029,134693,2,2,0
U1160,131763,3,2,0
U1188,134893,3,1,3
U1046,131654,?,2,?
U1131,133271,2,3,3
U1154,131844,3,2,0
U1177,133781,0,3,1
U1009,131806,3,3,1
U1059,134480,1,0,3
U1171,131237,2,0,2
U1011,135888,0,?,3
U1041,134224,?,1,?
U1055,131469,0,3,3
U1151,131066,3,2,0
U1184,133995,1,1,1
U1150,133614,0,3,1
U1049,131165,2,1,2
U1089,131101,1,0,1
U1099,131729,2,1,0
U1113,132318,0,0,3
U1061,135740,3,1,1
U1106,131598,?,3,?
U1129,132810,1,?,0
U1152,134823,1,2,2
U1141,134783,1,0,2
U1021,135717,3,3,2
U1040,135290,1,1,1
U1010,134003,1,2,0
U1165,134356,0,1,1
U1163,133908,0,2,3
U1021,132044,1,0,3
U1120,134749,0,0,0
U1070,131961,3,3,1
U1130,135628,3,0,1
U1060,132919,3,?,0
U1133,134277,1,?,0
U1110,131222,1,2,1
U1112,134662,3,3,0
U1039,131768,0,3,1
U1013,135676,1,3,2
U1107,135561,?,2,?
U1010,133321,1,2,2
U1154,135311,3,2,2
U1139,135176,3,?,3
U1043,135914,1,0,1
U1034,135738,3,2,3
U1021,134897,?,1,?
U1050,131131,2,1,3
U1047,133910,0,2,1
U1084,132346,1,2,0
U1062,135703,1,0,1
U1135,134286,0,1,2
U1165,135358,1,?,3
U1186,134862,1,0,1
U1059,131941,?,0,?
U1129,132980,?,2,?
U1190,135950,0,2,1
U1034,133445,1,1,1
U1079,134364,2,2,2
U1079,133084,1,2,1
U1091,134596,1,3,3
U1022,131749,?,3,?
U1063,135019,1,0,3
U1103,132819,1,2,2
U1007,134065,?,3,?
U1093,133144,3,0,2
U1153,134308,?,2,?
U1130,133548,3,0,3
U1174,135024,1,1,3
U1045,135474,0,1,2
U1173,133409,3,1,0
U1151,133513,0,0,1
U1163,132379,1,0,1
U1093,134649,3,3,0
U1184,131602,3,2,1
U1165,134821,2,0,2
U1185,131504,1,0,0
U1087,135751,?,0,?
U1029,132552,?,3,?
U1151,131864,0,0,3
U1180,132599,0,2,1
U1058,134105,0,1,1
U1027,131939,?,1,?
U1040,134254,2,3,1
U1200,131715,0,1,1
U1053,135332,?,2,?
U1000,133784,3,3,0
U1066,133354,0,3,1
U1141,134810,3,3,3
U1161,133001,1,0,1
U1129,133202,1,0,2
U1133,135367,?,2,?
U1081,131361,3,3,2
U1015,134776,3,0,2
U1060,135793,0,1,2
U1156,133627,2,2,1
U1041,133990,2,3,0
U1059,131110,1,2,2
U1079,134550,?,2,?
U1038,133540,0,1,2
U1178,133903,1,1,0
U1010,134927,1,2,2
U1090,135921,1,3,2
U1000,131592,3,?,2
U1195,131352,0,0,2
U1114,134823,2,3,1
U1179,131753,0,0,1
U1159,131507,3,2,3
U1143,131365,1,1,0
U1198,135321,1,0,1
U1122,131237,1,3,0
U1196,135738,0,0,2
U1091,134600,0,2,2
U1099,131221,1,3,1
U1154,134086,?,?,?
U1092,135982,3,3,2
U1022,132778,1,2,2
U1140,131316,3,0,3
U1136,131705,1,2,0
U1191,132804,3,3,1
U1158,132883,1,2,2
U1116,135489,3,2,1
U1038,131779,0,3,3
U1097,131831,2,0,0
U1003,133516,1,3,0
U1033,132031,1,1,3
U1162,134534,0,?,1
U1141,135093,1,2,2
U1105,134102,?,3,?
U1146,134802,?,3,?
U1103,135478,?,1,?
U1067,131981,3,2,1
U1014,135450,2,2,2
U1042,134369,?,1,?
U1045,132758,0,0,2
U1133,131177,0,0,2
U1098,134354,?,0,?
U1079,131611,1,2,1
U1062,132725,2,0,1
U1086,132193,3,0,1
U1017,135071,0,0,3
U1157,134586,3,0,1
U1088,133929,1,2,0
U1193,133828,1,1,3
U1163,131676,1,3,1
U1057,135021,3,1,0
U1146,132342,2,1,0
U1051,135311,0,2,0
U1160,134717,3,1,3
U1149,131952,0,0,2
U1020,134523,0,0,1
U1139,133888,1,2,2
U1179,135333,1,1,0
U1083,134093,0,2,2
U1017,131114,2,1,1
U1017,133099,0,3,1
U1133,133224,3,2,1
U1128,131468,0,1,2
U1033,132979,3,3,1
U1056,131069,3,1,1
U1185,134849,2,?,2
U1157,135911,0,3,1
U1040,131225,2,3,2
U1029,133135,2,0,1
U1129,132119,1,3,0
U1156,133507,2,2,2
U1096,134112,0,2,1
U1140,133703,0,0,1
U1028,134581,1,1,1
U1154,134827,1,2,0
U1051,132830,3,0,3
U1030,134575,1,0,2
U1111,133161,?,1,?
U1098,131863,1,1,3
U1051,133759,3,1,1
U1102,132078,?,0,?
U1083,133146,3,2,3
U1181,133055,2,2,2
U1050,135868,0,1,1
U1153,135943,2,3,3
U1040,131748,0,3,3
U1007,133781,2,?,1
U1200,131838,3,0,1
U1016,131404,2,1,3
U1068,134083,1,0,1
U1104,135995,1,3,2
U1157,133500,0,0,1
U1112,131671,0,0,1
U1079,134166,3,0,3
U1066,132559,0,2,2
U1186,134012,2,1,1
U1000,135820,0,0,0
U1111,132258,?,2,?
U1051,131747,0,2,3
U1126,131909,0,1,0
U1146,131134,2,3,0
U1092,133984,3,0,0
U1167,134081,3,2,2
U1165,135130,2,0,0
U1197,135881,2,3,2
U1175,132593,3,1,3
U1151,132629,2,?,3
U1188,132337,2,1,1
U1004,133240,2,3,3
U1087,131545,3,0,1
U1145,133542,?,0,?
U1091,133471,2,2,0
U1131,132060,3,2,1
U1198,133011,3,3,2
U1014,133065,?,?,?
U1078,133969,1,0,1
U1062,133945,1,2,2
U1028,132350,2,1,3
U1004,131872,3,1,1
U1182,133942,2,2,0
U1000,133708,0,1,2
U1048,135988,3,3,1
U1142,132893,2,3,1
U1046,134598,3,0,0
U1121,135880,0,2,3
U1044,131398,3,0,1
U1039,132175,0,1,0
U1080,135381,3,?,3
U1094,135018,0,2,1
U1154,131663,0,?,1
U1126,133119,2,1,3
U1051,132749,2,1,0
U1085,131332,3,2,3
U1199,132197,0,2,3
U1030,132900,0,0,1
U1139,135314,2,1,2
U1045,135056,0,3,0
U1082,134453,2,0,3
U1176,131747,2,2,2
U1095,134064,?,1,?
U1092,131659,1,1,1
U1119,132287,1,0,0
U1170,134490,0,2,3
U1077,135006,1,3,1
U1002,134334,?,0,?
U1010,135766,2,0,1
U1177,134157,2,3,2
U1018,135085,1,0,1
U1057,134743,2,3,3
U1174,132275,0,1,3
U1157,134273,?,3,?
U1075,135343,1,2,1
U1059,131419,2,0,1
U1107,133681,3,0,1
U1032,134566,0,3,1
U1101,135134,2,2,1
U1152,134923,0,3,2
U1101,131191,0,1,1
U1174,135331,?,3,?
U1010,133410,3,?,1
U1062,132869,?,3,?
U1168,132121,?,1,?
U1070,133558,2,1,3
U1196,133145,?,2,?
U1156,132593,0,0,2
U1012,133967,0,0,0
U1089,132261,3,3,3
U1062,134199,2,0,0
U1086,133726,1,?,0
U1171,133779,1,1,1
U1014,134450,0,2,0
U1049,131370,3,2,3
U1118,133004,3,?,1
U1006,131252,3,2,3
U1141,131589,0,3,0
U1176,132887,0,0,0
U1109,132701,1,0,2
U1021,132150,3,3,3
U1104,132089,2,3,0
U1025,131931,0,2,3
U1195,135366,1,1,3
U1098,135089,2,0,2
U1013,131971,2,2,2
U1192,133787,0,0,3
U1197,131570,3,0,2
U1077,134558,2,2,3
U1160,132088,0,1,1
U1118,134316,3,2,1
U1164,135184,3,?,2
U1009,133222,?,0,?
U1180,134113,2,3,1
U1113,133207,3,2,2
U1069,133525,2,2,0
U1157,134772,?,0,?
U1178,134731,2,2,3
U1172,132945,1,3,0
U1138,131892,0,1,1
U1146,132407,2,2,2
U1063,132316,2,?,2
U1164,131607,0,1,0
U1167,132823,2,0,2
U1072,135637,3,0,2
U1142,134393,1,?,3
U1006,133679,3,3,2
U1176,131103,1,1,2
U1198,132244,3,1,1
U1114,131886,1,2,2
U1022,133241,3,2,2
U1007,133374,0,2,3
U1048,131220,2,0,1
U1195,132723,2,0,2
U1001,135522,0,2,0
U1197,135450,1,2,2
U1116,135818,2,3,3
U1033,134278,2,0,3
U1195,135698,2,?,0
U1016,135738,?,?,?
U1131,133887,3,1,1
U1031,131213,3,2,0
U1006,134008,2,2,1
U1011,132700,2,?,0
U1043,134035,1,1,2
U1016,131724,0,1,0
U1172,135549,1,3,0
U1054,135640,3,1,1
U1008,132809,3,1,1
U1118,132423,2,2,0
U1060,134421,0,2,1
U1092,132264,0,1,3
U1176,135783,1,0,1
U1015,134517,1,0,0
U1047,133647,3,?,1
U1098,133063,2,1,3
U1153,134933,3,2,0
U1178,131454,3,0,1
U1105,134227,3,0,3
U1189,135075,2,1,2
U1041,133541,3,0,3
U1039,132801,1,0,0
U1050,131678,?,2,?
U1083,134898,1,3,1
U1043,131685,1,?,2
U1031,135909,3,2,1
U1052,131121,1,0,1
U1084,133662,0,3,3
U1097,135088,0,3,3
U1137,132820,2,3,2
U1079,131793,0,1,0
U1069,131077,2,0,1
U1006,132051,2,3,1
U1187,131248,1,2,0
U1099,134585,0,0,2
U1100,131182,3,?,3
U1170,132340,0,2,1
U1165,133337,3,1,3
U1044,135131,1,3,1
U1192,133747,1,?,0
U1070,131189,0,2,2
U1017,132126,?,3,?
U1096,132362,?,1,?
U1158,131603,0,3,3
U1121,133905,1,0,0
U1101,134452,2,1,0
U1125,134226,2,2,1
U1070,135462,2,1,1
U1007,135693,3,0,1
U1089,131796,1,0,1
U1125,133294,3,2,2
U1076,131792,?,0,?
U1028,133706,3,1,0
U1150,132250,3,3,2
U1081,134385,?,3,?
U1122,132046,1,1,3
U1174,132499,3,?,3
U1061,133814,2,0,1
U1020,133127,3,0,2
U1020,133414,3,3,1
U1059,132060,0,3,3
U1076,135223,2,0,2
U1159,132070,3,1,2
U1173,131680,2,3,0
U1111,135832,2,2,1
U1118,134735,3,2,3
U1175,132689,0,3,2
U1029,133057,2,?,3
U1119,131447,1,0,0
U1005,131837,3,1,3
U1118,133135,1,1,2
U1049,135108,1,0,3
U1168,135941,2,3,0
U1004,134005,0,3,3
U1074,133062,0,1,2
U1138,132775,2,1,0
U1027,132178,0,0,3
U1139,132140,0,1,2
U1037,135528,0,1,0
U1102,135042,0,1,3
U1185,134290,0,2,1
U1161,135295,3,0,3
U1059,131591,0,0,0
U1010,135116,3,0,0
U1171,133767,2,0,0
U1007,134078,1,3,1
U1062,135361,0,2,2
U1108,131564,1,2,0
U1162,132931,2,1,2
U1171,131886,3,2,3
U1046,134436,?,0,?
U1044,135002,1,?,2
U1011,134555,1,0,3
U1132,135358,2,3,0
U1168,132797,3,2,2
U1177,134401,2,1,2
U1035,133950,0,2,1
U1126,134763,2,1,0
U1035,135690,1,3,3
U1173,133722,1,2,3
U1012,134449,3,3,0
U1146,134811,0,3,1
U1197,134106,0,2,2
U1069,134946,0,0,2
U1153,131640,0,3,1
U1198,135026,3,1,2
U1005,134008,3,2,3
U1140,132329,?,1,?
U1130,132734,0,?,1
U1132,132387,3,1,0
U1085,133197,1,0,0
U1046,135172,0,2,1
U1039,135345,2,2,2
U1184,131835,0,3,1
U1020,133056,2,1,0
U1178,131149,0,0,1
U1075,134237,1,1,2
U1187,135701,1,2,3
U1074,133000,2,3,2
U1034,135144,1,0,3
U1105,134398,3,1,1
U1036,131221,1,3,0
U1029,133720,1,3,0
U1110,133010,1,?,0
U1183,131648,1,2,2
U1162,133163,0,0,1
U1113,133941,2,2,0
U1024,134029,1,0,1
U1183,135962,0,1,0
U1142,134293,3,3,0
U1084,135233,1,2,2
U1050,131944,0,2,1
U1144,132506,2,0,0
U1179,134548,3,1,2
U1168,134935,0,0,1
U1030,132611,3,?,1
U1119,132835,3,?,1
U1183,134014,1,3,1
U1183,132847,0,3,2
U1061,133353,1,1,1
U1005,135762,0,2,2
U1146,131974,0,0,0
U1179,135830,3,1,1
U1086,131212,0,3,3
U1041,135882,3,2,1
U1109,131530,2,1,2
U1073,131633,1,2,1
U1111,131335,0,2,1
U1188,132820,?,0,?
U1108,132208,3,1,1
U1060,134168,1,3,2
U1178,134241,1,1,3
U1010,132899,2,1,2
U1075,135049,3,3,0
U1184,135197,3,3,3
U1048,134301,1,2,3
U1070,133270,0,2,2
U1120,132973,0,3,1
U1087,131624,1,1,1
U1077,134811,2,2,2
U1033,132435,0,0,0
U1167,133167,0,0,3
U1092,132759,2,2,0
U1121,133551,?,0,?
U1085,135113,0,1,1
U1008,132141,3,?,1
U1143,131621,2,2,3
